"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C5H10O4S1","carbohydrate","aliphatic","lipid",-1,0,2,0.8,-4,1,-0.8
"C8H10O6","tannin","unsaturated/lignin","unsaturated/lignin",0.2,0.25,1.25,0.75,-2,4,-0.25
"C9H14O5","amino_sugar","aliphatic","aliphatic",0.0769,-0.4444,1.56,0.56,-2,3,-0.2222
"C10H18O4","protein","aliphatic","aliphatic",0,-1,1.8,0.4,-2,2,-0.2
"C14H18O1","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.4074,-1.1429,1.29,0.07,5,6,0.3571
"C11H22O3","lipid","aliphatic","lipid",-0.0526,-1.4545,2,0.27,-2,1,-0.1818
"C8H12O6","carbohydrate","aliphatic","aliphatic",0,0,1.5,0.75,-3,3,-0.375
"C9H16O5","amino_sugar","aliphatic","aliphatic",-0.0769,-0.6667,1.78,0.56,-3,2,-0.3333
"C10H20O4","protein","aliphatic","lipid",-0.125,-1.2,2,0.4,-3,1,-0.3
"C7H10O7","tannin","unsaturated/lignin","unsaturated/lignin",-0.1429,0.5714,1.43,1,-4,3,-0.5714
"C11H10O4","lignin","aromatic","aromatic",0.5556,-0.1818,0.91,0.36,3,7,0.2727
"C12H14O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,-0.6667,1.17,0.25,3,6,0.25
"C14H22O1","lipid","aliphatic","aliphatic",0.2593,-1.4286,1.57,0.07,3,4,0.2143
"C11H13O3N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4118,-0.3636,1.18,0.27,2,6,0.1818
"C10H8O5","lignin","aromatic","aromatic",0.6,0.2,0.8,0.5,2,7,0.2
"C11H12O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4444,-0.3636,1.09,0.36,2,6,0.1818
"C8H16O4S1","protein","aliphatic","lipid",-0.4,-0.75,2,0.5,-4,1,-0.5
"C13H20O2","lipid","aliphatic","aliphatic",0.25,-1.2308,1.54,0.15,2,4,0.1538
"C10H10O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4667,0,1,0.5,1,6,0.1
"C9H18O3","protein","aliphatic","lipid",-0.0667,-1.3333,2,0.33,-2,1,-0.2222
"C12H18O3","lipid","aliphatic","aliphatic",0.2381,-1,1.5,0.25,1,4,0.0833
"C13H22O2","lipid","aliphatic","aliphatic",0.1667,-1.3846,1.69,0.15,1,3,0.0769
"C10H13O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.2,1.3,0.4,0,5,0
"C9H8O6","tannin","unsaturated/lignin","unsaturated/lignin",0.5,0.4444,0.89,0.67,0,6,0
"C10H12O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.2,1.2,0.5,0,5,0
"C11H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.7273,1.45,0.36,0,4,0
"C12H20O3","lipid","aliphatic","aliphatic",0.1429,-1.1667,1.67,0.25,0,3,0
"C10H10O3","lignin","aromatic","aromatic",0.5294,-0.4,1,0.3,3,6,0.3
"C10H14O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.4,1.4,0.5,-1,4,-0.1
"C11H18O4","protein","aliphatic","aliphatic",0.1111,-0.9091,1.64,0.36,-1,3,-0.0909
"C12H22O3","lipid","aliphatic","aliphatic",0.0476,-1.3333,1.83,0.25,-1,2,-0.0833
"C6H12O6","carbohydrate","aliphatic","carbohydrate",-0.6667,0,2,1,-5,1,-0.8333
"C9H12O6","tannin","unsaturated/lignin","unsaturated/lignin",0.1667,0,1.33,0.67,-2,4,-0.2222
"C10H16O5","protein","aliphatic","aliphatic",0.0667,-0.6,1.6,0.5,-2,3,-0.2
"C11H20O4","protein","aliphatic","aliphatic",0,-1.0909,1.82,0.36,-2,2,-0.1818
"C12H24O3","lipid","aliphatic","lipid",-0.0476,-1.5,2,0.25,-2,1,-0.1667
"C5H10O5S1","carbohydrate","aliphatic","carbohydrate",-1.6667,0.4,2,1,-5,1,-1
"C6H14O6","other","aliphatic","carbohydrate",-1,-0.3333,2.33,1,-6,0,-1
"C9H14O4S1","protein","aliphatic","aliphatic",0,-0.4444,1.56,0.44,-2,3,-0.2222
"C10H14O3","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.8,1.4,0.3,1,4,0.1
"C9H14O6","amino_sugar","aliphatic","aliphatic",0,-0.2222,1.56,0.67,-3,3,-0.3333
"C10H18O5","protein","aliphatic","aliphatic",-0.0667,-0.8,1.8,0.5,-3,2,-0.3
"C14H18O2","lignin","unsaturated/lignin","unsaturated/lignin",0.3846,-1,1.29,0.14,4,6,0.2857
"C11H22O4","protein","aliphatic","lipid",-0.1111,-1.2727,2,0.36,-3,1,-0.2727
"C11H8O5","condensed_hydrocarbon","aromatic","aromatic",0.6471,0.1818,0.73,0.45,3,8,0.2727
"C9H12O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.4444,1.33,0.44,0,4,0
"C12H12O4","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.3333,1,0.33,3,7,0.25
"C10H16O3","protein","aliphatic","aliphatic",0.1765,-1,1.6,0.3,0,3,0
"C9H16O6","amino_sugar","aliphatic","aliphatic",-0.1667,-0.4444,1.78,0.67,-4,2,-0.4444
"C14H20O2","lignin","unsaturated/lignin","unsaturated/lignin",0.3077,-1.1429,1.43,0.14,3,5,0.2143
"C11H10O5","lignin","aromatic","aromatic",0.5294,0,0.91,0.45,2,7,0.1818
"C9H14O4","protein","aliphatic","aliphatic",0.1429,-0.6667,1.56,0.44,-1,3,-0.1111
"C12H14O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4,-0.5,1.17,0.33,2,6,0.1667
"C10H18O3","protein","aliphatic","aliphatic",0.0588,-1.2,1.8,0.3,-1,2,-0.1
"C13H18O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3043,-0.9231,1.38,0.23,2,5,0.1538
"C14H22O2","lipid","aliphatic","aliphatic",0.2308,-1.2857,1.57,0.14,2,4,0.1429
"C9H17O3N1","protein","aliphatic","aliphatic+N",-0.0769,-0.8889,1.89,0.33,-2,2,-0.2222
"C11H12O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4118,-0.1818,1.09,0.45,1,6,0.0909
"C9H16O4","protein","aliphatic","aliphatic",0,-0.8889,1.78,0.44,-2,2,-0.2222
"C12H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3,-0.6667,1.33,0.33,1,5,0.0833
"C10H20O3","protein","aliphatic","lipid",-0.0588,-1.4,2,0.3,-2,1,-0.2
"C13H20O3","lipid","aliphatic","aliphatic",0.2174,-1.0769,1.54,0.23,1,4,0.0769
"C10H10O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,0.2,1,0.6,0,6,0
"C11H14O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.3636,1.27,0.45,0,5,0
"C9H18O4","protein","aliphatic","lipid",-0.1429,-1.1111,2,0.44,-3,1,-0.3333
"C12H18O4","protein","aliphatic","aliphatic",0.2,-0.8333,1.5,0.33,0,4,0
"C13H22O3","lipid","aliphatic","aliphatic",0.1304,-1.2308,1.69,0.23,0,3,0
"C10H12O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,0,1.2,0.6,-1,5,-0.1
"C11H16O5","lignin","unsaturated/lignin","unsaturated/lignin",0.1765,-0.5455,1.45,0.45,-1,4,-0.0909
"C12H20O4","protein","aliphatic","aliphatic",0.1,-1,1.67,0.33,-1,3,-0.0833
"C14H28O2","lipid","aliphatic","lipid",0,-1.7143,2,0.14,-1,1,-0.0714
"C11H19O4N1","protein","aliphatic","aliphatic+N",0,-0.7273,1.73,0.36,-2,3,-0.1818
"C12H23O3N1","lipid","aliphatic","aliphatic+N",-0.0526,-1.1667,1.92,0.25,-2,2,-0.1667
"C6H15O7P1","other","aliphatic","carbohydrate",-3,-0.1667,2.5,1.17,-8,0,-1.3333
"C7H14O6","carbohydrate","aliphatic","lipid",-0.5,-0.2857,2,0.86,-5,1,-0.7143
"C10H14O6","lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.2,1.4,0.6,-2,4,-0.2
"C11H18O5","protein","aliphatic","aliphatic",0.0588,-0.7273,1.64,0.45,-2,3,-0.1818
"C12H22O4","protein","aliphatic","aliphatic",0,-1.1667,1.83,0.33,-2,2,-0.1667
"C13H26O3","lipid","aliphatic","lipid",-0.0435,-1.5385,2,0.23,-2,1,-0.1538
"C9H8O5","lignin","aromatic","aromatic",0.5385,0.2222,0.89,0.56,1,6,0.1111
"C9H12O7","tannin","unsaturated/lignin","unsaturated/lignin",0.0909,0.2222,1.33,0.78,-3,4,-0.3333
"C13H12O4","lignin","aromatic","aromatic",0.5455,-0.3077,0.92,0.31,4,8,0.3077
"C11H16O3","lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.9091,1.45,0.27,1,4,0.0909
"C10H16O6","amino_sugar","aliphatic","aliphatic",0,-0.4,1.6,0.6,-3,3,-0.3
"C14H16O3","lignin","unsaturated/lignin","unsaturated/lignin",0.44,-0.7143,1.14,0.21,4,7,0.2857
"C11H20O5","protein","aliphatic","aliphatic",-0.0588,-0.9091,1.82,0.45,-3,2,-0.2727
"C12H24O4","protein","aliphatic","lipid",-0.1,-1.3333,2,0.33,-3,1,-0.25
"C12H10O5","lignin","aromatic","aromatic",0.5789,0,0.83,0.42,3,8,0.25
"C10H14O4","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.6,1.4,0.4,0,4,0
"C10H18O6","amino_sugar","aliphatic","aliphatic",-0.1429,-0.6,1.8,0.6,-4,2,-0.4
"C14H18O3","lignin","unsaturated/lignin","unsaturated/lignin",0.36,-0.8571,1.29,0.21,3,6,0.2143
"C15H22O2","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-1.2,1.47,0.13,3,5,0.2
"C12H12O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4737,-0.1667,1,0.42,2,7,0.1667
"C10H16O4","protein","aliphatic","aliphatic",0.125,-0.8,1.6,0.4,-1,3,-0.1
"C13H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.6154,1.23,0.31,2,6,0.1538
"C11H20O3","lipid","aliphatic","aliphatic",0.0526,-1.2727,1.82,0.27,-1,2,-0.0909
"C14H20O3","lignin","unsaturated/lignin","unsaturated/lignin",0.28,-1,1.43,0.21,2,5,0.1429
"C12H24O2","lipid","aliphatic","lipid",0,-1.6667,2,0.17,-1,1,-0.0833
"C11H10O6","lignin","unsaturated/lignin","unsaturated/lignin",0.5,0.1818,0.91,0.55,1,7,0.0909
"C12H14O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3684,-0.3333,1.17,0.42,1,6,0.0833
"C9H18O5S1","amino_sugar","aliphatic","lipid",-0.4545,-0.6667,2,0.56,-5,1,-0.5556
"C13H18O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2727,-0.7692,1.38,0.31,1,5,0.0769
"C14H22O3","lipid","aliphatic","aliphatic",0.2,-1.1429,1.57,0.21,1,4,0.0714
"C10H21O3N1","protein","aliphatic","lipid",-0.2,-1.2,2.1,0.3,-3,1,-0.3
"C11H12O6","lignin","unsaturated/lignin","unsaturated/lignin",0.375,0,1.09,0.55,0,6,0
"C15H12O3","lignin","aromatic","aromatic",0.6296,-0.4,0.8,0.2,7,10,0.4667
"C12H16O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.5,1.33,0.42,0,5,0
"C13H20O4","protein","aliphatic","aliphatic",0.1818,-0.9231,1.54,0.31,0,4,0
"C14H24O3","lipid","aliphatic","aliphatic",0.12,-1.2857,1.71,0.21,0,3,0
"C11H14O6","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.1818,1.27,0.55,-1,5,-0.0909
"C15H14O3","lignin","aromatic","aromatic",0.5556,-0.5333,0.93,0.2,6,9,0.4
"C12H18O5","protein","aliphatic","aliphatic",0.1579,-0.6667,1.5,0.42,-1,4,-0.0833
"C13H22O4","protein","aliphatic","aliphatic",0.0909,-1.0769,1.69,0.31,-1,3,-0.0769
"C14H26O3","lipid","aliphatic","aliphatic",0.04,-1.4286,1.86,0.21,-1,2,-0.0714
"C15H30O2","lipid","aliphatic","lipid",0,-1.7333,2,0.13,-1,1,-0.0667
"C11H17O5N1","protein","aliphatic","aliphatic+N",0.0667,-0.3636,1.55,0.45,-2,4,-0.1818
"C13H25O3N1","lipid","aliphatic","aliphatic+N",-0.0476,-1.2308,1.92,0.23,-2,2,-0.1538
"C14H12O4","lignin","aromatic","aromatic",0.5833,-0.2857,0.86,0.29,5,9,0.3571
"C11H16O6","lignin","unsaturated/lignin","unsaturated/lignin",0.125,-0.3636,1.45,0.55,-2,4,-0.1818
"C12H20O5","protein","aliphatic","aliphatic",0.0526,-0.8333,1.67,0.42,-2,3,-0.1667
"C13H24O4","protein","aliphatic","aliphatic",0,-1.2308,1.85,0.31,-2,2,-0.1538
"C14H28O3","lipid","aliphatic","lipid",-0.04,-1.5714,2,0.21,-2,1,-0.1429
"C12H23O4N1","protein","aliphatic","aliphatic+N",-0.1111,-1,1.92,0.33,-3,2,-0.25
"C7H14O7","carbohydrate","aliphatic","carbohydrate",-0.7143,0,2,1,-6,1,-0.8571
"C14H14O4","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.4286,1,0.29,4,8,0.2857
"C11H18O6","protein","aliphatic","aliphatic",0,-0.5455,1.64,0.55,-3,3,-0.2727
"C15H18O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4074,-0.8,1.2,0.2,4,7,0.2667
"C12H22O5","protein","aliphatic","aliphatic",-0.0526,-1,1.83,0.42,-3,2,-0.25
"C13H26O4","protein","aliphatic","lipid",-0.0909,-1.3846,2,0.31,-3,1,-0.2308
"C14H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4167,-0.5714,1.14,0.29,3,7,0.2143
"C11H21O4P1","protein","aliphatic","aliphatic",-0.125,-1.1818,1.91,0.36,-3,2,-0.2727
"C11H20O6","protein","aliphatic","aliphatic",-0.125,-0.7273,1.82,0.55,-4,2,-0.3636
"C15H20O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.9333,1.33,0.2,3,6,0.2
"C13H14O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,-0.3077,1.08,0.38,2,7,0.1538
"C14H18O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.7143,1.29,0.29,2,6,0.1429
"C11H22O4S1","protein","aliphatic","lipid",-0.25,-1.0909,2,0.36,-4,1,-0.3636
"C15H22O3","lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-1.0667,1.47,0.2,2,5,0.1333
"C12H26O3S1","lipid","aliphatic","lipid",-0.2632,-1.5,2.17,0.25,-4,0,-0.3333
"C13H26O2","lipid","aliphatic","lipid",0,-1.6923,2,0.15,-1,1,-0.0769
"C17H30O1","lipid","aliphatic","aliphatic",0.1515,-1.6471,1.76,0.06,2,3,0.1176
"C14H21O3N1","lipid","aliphatic","aliphatic+N",0.2174,-0.8571,1.5,0.21,1,5,0.0714
"C12H12O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4444,0,1,0.5,1,7,0.0833
"C13H16O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4615,1.23,0.38,1,6,0.0769
"C10H20O5S1","protein","aliphatic","lipid",-0.3846,-0.8,2,0.5,-5,1,-0.5
"C14H20O4","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.8571,1.43,0.29,1,5,0.0714
"C11H24O4S1","protein","aliphatic","lipid",-0.375,-1.2727,2.18,0.36,-5,0,-0.4545
"C15H24O3","lipid","aliphatic","aliphatic",0.1852,-1.2,1.6,0.2,1,4,0.0667
"C16H28O2","lipid","aliphatic","aliphatic",0.1333,-1.5,1.75,0.12,1,3,0.0625
"C17H32O1","lipid","aliphatic","aliphatic",0.0909,-1.7647,1.88,0.06,1,2,0.0588
"C15H10O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6923,-0.1333,0.67,0.27,7,11,0.4667
"C12H14O6","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1667,1.17,0.5,0,6,0
"C13H18O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2381,-0.6154,1.38,0.38,0,5,0
"C14H22O4","lipid","aliphatic","aliphatic",0.1667,-1,1.57,0.29,0,4,0
"C16H30O2","lipid","aliphatic","aliphatic",0.0667,-1.625,1.88,0.12,0,2,0
"C15H12O4","lignin","aromatic","aromatic",0.6154,-0.2667,0.8,0.27,6,10,0.4
"C12H16O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.3333,1.33,0.5,-1,5,-0.0833
"C10H20O5","protein","aliphatic","lipid",-0.2,-1,2,0.5,-4,1,-0.4
"C16H16O3","lignin","aromatic","aromatic",0.5172,-0.625,1,0.19,6,9,0.375
"C13H20O3S1","lipid","aliphatic","aliphatic",0.1429,-0.9231,1.54,0.23,0,4,0
"C13H20O5","protein","aliphatic","aliphatic",0.1429,-0.7692,1.54,0.38,-1,4,-0.0769
"C15H24O1","lipid","aliphatic","aliphatic",0.2414,-1.4667,1.6,0.07,3,4,0.2
"C14H24O4","lipid","aliphatic","aliphatic",0.0833,-1.1429,1.71,0.29,-1,3,-0.0714
"C15H28O3","lipid","aliphatic","aliphatic",0.037,-1.4667,1.87,0.2,-1,2,-0.0667
"C16H32O2","lipid","aliphatic","lipid",0,-1.75,2,0.12,-1,1,-0.0625
"C9H19O5N1","amino_sugar","aliphatic","lipid",-0.4545,-0.6667,2.11,0.56,-5,1,-0.5556
"C14H10O5","condensed_hydrocarbon","aromatic","aromatic",0.6522,0,0.71,0.36,5,10,0.3571
"C11H14O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2,0,1.27,0.64,-2,5,-0.1818
"C15H14O4","lignin","aromatic","aromatic",0.5385,-0.4,0.93,0.27,5,9,0.3333
"C12H18O6","protein","aliphatic","aliphatic",0.1111,-0.5,1.5,0.5,-2,4,-0.1667
"C13H22O5","protein","aliphatic","aliphatic",0.0476,-0.9231,1.69,0.38,-2,3,-0.1538
"C14H26O4","lipid","aliphatic","aliphatic",0,-1.2857,1.86,0.29,-2,2,-0.1429
"C15H30O3","lipid","aliphatic","lipid",-0.037,-1.6,2,0.2,-2,1,-0.1333
"C13H8O6","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7,0.3077,0.62,0.46,4,10,0.3077
"C14H12O5","lignin","aromatic","aromatic",0.5652,-0.1429,0.86,0.36,4,9,0.2857
"C11H16O7","lignin","unsaturated/lignin","unsaturated/lignin",0.0667,-0.1818,1.45,0.64,-3,4,-0.2727
"C15H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.4615,-0.5333,1.07,0.27,4,8,0.2667
"C12H20O6","protein","aliphatic","aliphatic",0,-0.6667,1.67,0.5,-3,3,-0.25
"C14H24O2","lipid","aliphatic","aliphatic",0.1538,-1.4286,1.71,0.14,1,3,0.0714
"C13H24O5","protein","aliphatic","aliphatic",-0.0476,-1.0769,1.85,0.38,-3,2,-0.2308
"C14H28O4","lipid","aliphatic","lipid",-0.0833,-1.4286,2,0.29,-3,1,-0.2143
"C11H15O4N1","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.3636,1.36,0.36,0,5,0
"C14H14O5","lignin","unsaturated/lignin","unsaturated/lignin",0.4783,-0.2857,1,0.36,3,8,0.2143
"C15H18O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3846,-0.6667,1.2,0.27,3,7,0.2
"C12H22O4S1","protein","aliphatic","aliphatic",-0.1111,-1,1.83,0.33,-3,2,-0.25
"C12H22O6","protein","aliphatic","aliphatic",-0.1111,-0.8333,1.83,0.5,-4,2,-0.3333
"C14H26O2","lipid","aliphatic","aliphatic",0.0769,-1.5714,1.86,0.14,0,2,0
"C17H12O3","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6774,-0.3529,0.71,0.18,9,12,0.5294
"C14H16O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3913,-0.4286,1.14,0.36,2,7,0.1429
"C15H20O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3077,-0.8,1.33,0.27,2,6,0.1333
"C12H24O4S1","protein","aliphatic","lipid",-0.2222,-1.1667,2,0.33,-4,1,-0.3333
"C13H24O3","lipid","aliphatic","aliphatic",0.0435,-1.3846,1.85,0.23,-1,2,-0.0769
"C16H24O3","lipid","aliphatic","aliphatic",0.2414,-1.125,1.5,0.19,2,5,0.125
"C15H23O3N1","lipid","aliphatic","aliphatic+N",0.2,-0.9333,1.53,0.2,1,5,0.0667
"C13H14O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4,-0.1538,1.08,0.46,1,7,0.0769
"C14H18O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3043,-0.5714,1.29,0.36,1,6,0.0714
"C15H22O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2308,-0.9333,1.47,0.27,1,5,0.0667
"C12H26O4S1","protein","aliphatic","lipid",-0.3333,-1.3333,2.17,0.33,-5,0,-0.4167
"C16H26O3","lipid","aliphatic","aliphatic",0.1724,-1.25,1.62,0.19,1,4,0.0625
"C12H13O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.375,0.1667,1.08,0.5,0,7,0
"C10H17O5N1","protein","aliphatic","aliphatic+N",-0.0769,-0.4,1.7,0.5,-3,3,-0.3
"C15H8O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.76,0.1333,0.53,0.33,7,12,0.4667
"C16H12O4","condensed_hydrocarbon","aromatic","aromatic",0.6429,-0.25,0.75,0.25,7,11,0.4375
"C13H16O6","lignin","unsaturated/lignin","unsaturated/lignin",0.3,-0.3077,1.23,0.46,0,6,0
"C17H16O3","lignin","aromatic","aromatic",0.5484,-0.5882,0.94,0.18,7,10,0.4118
"C14H20O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2174,-0.7143,1.43,0.36,0,5,0
"C15H24O4","lipid","aliphatic","aliphatic",0.1538,-1.0667,1.6,0.27,0,4,0
"C16H28O3","lipid","aliphatic","aliphatic",0.1034,-1.375,1.75,0.19,0,3,0
"C17H32O2","lipid","aliphatic","aliphatic",0.0625,-1.6471,1.88,0.12,0,2,0
"C10H19O5N1","protein","aliphatic","aliphatic+N",-0.2308,-0.6,1.9,0.5,-4,2,-0.4
"C11H10O8","tannin","unsaturated/lignin","unsaturated/lignin",0.4286,0.5455,0.91,0.73,-1,7,-0.0909
"C15H10O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.68,0,0.67,0.33,6,11,0.4
"C12H14O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,0,1.17,0.58,-1,6,-0.0833
"C16H14O4","lignin","aromatic","aromatic",0.5714,-0.375,0.88,0.25,6,10,0.375
"C13H18O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.4615,1.38,0.46,-1,5,-0.0769
"C11H22O5","protein","aliphatic","lipid",-0.1765,-1.0909,2,0.45,-4,1,-0.3636
"C14H22O3S1","lipid","aliphatic","aliphatic",0.1304,-1,1.57,0.21,0,4,0
"C14H22O5","protein","aliphatic","aliphatic",0.1304,-0.8571,1.57,0.36,-1,4,-0.0714
"C15H26O4","lipid","aliphatic","aliphatic",0.0769,-1.2,1.73,0.27,-1,3,-0.0667
"C16H30O3","lipid","aliphatic","aliphatic",0.0345,-1.5,1.88,0.19,-1,2,-0.0625
"C17H34O2","lipid","aliphatic","lipid",0,-1.7647,2,0.12,-1,1,-0.0588
"C15H12O5","lignin","aromatic","aromatic",0.6,-0.1333,0.8,0.33,5,10,0.3333
"C12H16O7","lignin","unsaturated/lignin","unsaturated/lignin",0.1765,-0.1667,1.33,0.58,-2,5,-0.1667
"C10H20O6","amino_sugar","aliphatic","lipid",-0.2857,-0.8,2,0.6,-5,1,-0.5
"C16H16O4","lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.5,1,0.25,5,9,0.3125
"C13H20O6","protein","aliphatic","aliphatic",0.1,-0.6154,1.54,0.46,-2,4,-0.1538
"C15H24O2","lipid","aliphatic","aliphatic",0.2143,-1.3333,1.6,0.13,2,4,0.1333
"C14H24O5","protein","aliphatic","aliphatic",0.0435,-1,1.71,0.36,-2,3,-0.1429
"C15H28O4","lipid","aliphatic","aliphatic",0,-1.3333,1.87,0.27,-2,2,-0.1333
"C16H32O3","lipid","aliphatic","lipid",-0.0345,-1.625,2,0.19,-2,1,-0.125
"C21H6O1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.9024,-0.1905,0.29,0.05,18,19,0.8571
"C14H10O6","condensed_hydrocarbon","aromatic","aromatic",0.6364,0.1429,0.71,0.43,4,10,0.2857
"C15H14O5","lignin","aromatic","aromatic",0.52,-0.2667,0.93,0.33,4,9,0.2667
"C12H18O7","amino_sugar","aliphatic","aliphatic",0.0588,-0.3333,1.5,0.58,-3,4,-0.25
"C13H22O6","protein","aliphatic","aliphatic",0,-0.7692,1.69,0.46,-3,3,-0.2308
"C17H22O3","lignin","unsaturated/lignin","unsaturated/lignin",0.3548,-0.9412,1.29,0.18,4,7,0.2353
"C15H26O2","lipid","aliphatic","aliphatic",0.1429,-1.4667,1.73,0.13,1,3,0.0667
"C14H26O5","protein","aliphatic","aliphatic",-0.0435,-1.1429,1.86,0.36,-3,2,-0.2143
"C15H30O4","lipid","aliphatic","lipid",-0.0769,-1.4667,2,0.27,-3,1,-0.2
"C14H12O6","lignin","aromatic","aromatic",0.5455,0,0.86,0.43,3,9,0.2143
"C15H16O5","lignin","unsaturated/lignin","unsaturated/lignin",0.44,-0.4,1.07,0.33,3,8,0.2
"C12H20O7","amino_sugar","aliphatic","aliphatic",-0.0588,-0.5,1.67,0.58,-4,3,-0.3333
"C16H20O4","lignin","unsaturated/lignin","unsaturated/lignin",0.3571,-0.75,1.25,0.25,3,7,0.1875
"C13H24O4S1","protein","aliphatic","aliphatic",-0.1,-1.0769,1.85,0.31,-3,2,-0.2308
"C13H24O6","protein","aliphatic","aliphatic",-0.1,-0.9231,1.85,0.46,-4,2,-0.3077
"C15H28O2","lipid","aliphatic","aliphatic",0.0714,-1.6,1.87,0.13,0,2,0
"C14H28O5","protein","aliphatic","lipid",-0.1304,-1.2857,2,0.36,-4,1,-0.2857
"C18H28O2","lipid","aliphatic","aliphatic",0.2353,-1.3333,1.56,0.11,3,5,0.1667
"C14H14O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4545,-0.1429,1,0.43,2,8,0.1429
"C15H18O5","lignin","unsaturated/lignin","unsaturated/lignin",0.36,-0.5333,1.2,0.33,2,7,0.1333
"C16H22O4","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.875,1.38,0.25,2,6,0.125
"C13H26O4S1","protein","aliphatic","lipid",-0.2,-1.2308,2,0.31,-4,1,-0.3077
"C17H26O3","lipid","aliphatic","aliphatic",0.2258,-1.1765,1.53,0.18,2,5,0.1176
"C14H30O3S1","lipid","aliphatic","lipid",-0.2174,-1.5714,2.14,0.21,-4,0,-0.2857
"C18H30O2","lipid","aliphatic","aliphatic",0.1765,-1.4444,1.67,0.11,2,4,0.1111
"C15H16O3","lignin","unsaturated/lignin","unsaturated/lignin",0.4815,-0.6667,1.07,0.2,5,8,0.3333
"C14H16O6","lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.2857,1.14,0.43,1,7,0.0714
"C18H16O3","lignin","aromatic","aromatic",0.5758,-0.5556,0.89,0.17,8,11,0.4444
"C15H20O5","lignin","unsaturated/lignin","unsaturated/lignin",0.28,-0.6667,1.33,0.33,1,6,0.0667
